model,variant,seed,genre_id,precision,recall,f1,support,genre_name
sbert_lr,first_75,42,10770,0.0,0.0,0.0,14,TV Movie
sbert_lr,masked,42,12,0.39429928741092635,0.8426395939086294,0.5372168284789643,197,Adventure
sbert_lr,masked,42,14,0.3901345291479821,0.6304347826086957,0.481994459833795,138,Fantasy
sbert_lr,masked,42,16,0.3407079646017699,0.6814159292035398,0.45427728613569324,113,Animation
sbert_lr,masked,42,18,0.58375,0.8664192949907236,0.6975354742345033,539,Drama
sbert_lr,masked,42,27,0.5737704918032787,0.6104651162790697,0.5915492957746479,172,Horror
sbert_lr,masked,42,28,0.5607734806629834,0.7381818181818182,0.6373626373626373,275,Action
sbert_lr,masked,42,35,0.4785714285714286,0.919908466819222,0.6296006264682851,437,Comedy
sbert_lr,masked,42,36,0.4827586206896552,0.2413793103448276,0.3218390804597701,58,History
sbert_lr,masked,42,37,1.0,0.10526315789473684,0.19047619047619047,19,Western
sbert_lr,masked,42,53,0.5191815856777494,0.6207951070336392,0.5654596100278552,327,Thriller
sbert_lr,masked,42,80,0.5088757396449705,0.4574468085106383,0.48179271708683474,188,Crime
sbert_lr,masked,42,878,0.5747126436781609,0.6802721088435374,0.6230529595015576,147,Science Fiction
sbert_lr,masked,42,9648,0.4166666666666667,0.21739130434782608,0.2857142857142857,115,Mystery
sbert_lr,masked,42,10402,0.25,0.08333333333333333,0.125,36,Music
sbert_lr,masked,42,10749,0.48623853211009177,0.5120772946859904,0.4988235294117647,207,Romance
sbert_lr,masked,42,10751,0.3724137931034483,0.7883211678832117,0.5058548009367682,137,Family
sbert_lr,masked,42,10752,0.7272727272727273,0.37209302325581395,0.49230769230769234,43,War
sbert_lr,masked,42,10770,0.0,0.0,0.0,14,TV Movie
sbert_lr,original,42,12,0.5458015267175572,0.7258883248730964,0.6230936819172114,197,Adventure
sbert_lr,original,42,14,0.47770700636942676,0.5434782608695652,0.5084745762711864,138,Fantasy
sbert_lr,original,42,16,0.5338345864661654,0.6283185840707964,0.5772357723577236,113,Animation
sbert_lr,original,42,18,0.5540838852097131,0.9313543599257885,0.6948096885813149,539,Drama
sbert_lr,original,42,27,0.5492957746478874,0.6802325581395349,0.6077922077922078,172,Horror
sbert_lr,original,42,28,0.5597014925373134,0.8181818181818182,0.6646971935007385,275,Action
sbert_lr,original,42,35,0.530239099859353,0.8627002288329519,0.6567944250871081,437,Comedy
sbert_lr,original,42,36,0.5,0.43103448275862066,0.46296296296296297,58,History
sbert_lr,original,42,37,0.8,0.21052631578947367,0.3333333333333333,19,Western
sbert_lr,original,42,53,0.5180467091295117,0.746177370030581,0.6115288220551378,327,Thriller
sbert_lr,original,42,80,0.49606299212598426,0.6702127659574468,0.5701357466063348,188,Crime
sbert_lr,original,42,878,0.6402439024390244,0.7142857142857143,0.6752411575562701,147,Science Fiction
sbert_lr,original,42,9648,0.42857142857142855,0.391304347826087,0.4090909090909091,115,Mystery
sbert_lr,original,42,10402,0.5806451612903226,0.5,0.5373134328358209,36,Music
sbert_lr,original,42,10749,0.5142857142857142,0.6956521739130435,0.5913757700205339,207,Romance
sbert_lr,original,42,10751,0.58125,0.6788321167883211,0.6262626262626263,137,Family
sbert_lr,original,42,10752,0.7435897435897436,0.6744186046511628,0.7073170731707317,43,War
sbert_lr,original,42,10770,0.0,0.0,0.0,14,TV Movie
sbert_lr,shuffled,42,12,0.5482625482625483,0.7208121827411168,0.6228070175438597,197,Adventure
sbert_lr,shuffled,42,14,0.4634146341463415,0.5507246376811594,0.5033112582781457,138,Fantasy
sbert_lr,shuffled,42,16,0.5070422535211268,0.6371681415929203,0.5647058823529412,113,Animation
sbert_lr,shuffled,42,18,0.5532150776053215,0.9257884972170687,0.6925746009715475,539,Drama
